"DateTime","zone.1","zone.10","zone.11","zone.12","zone.13","zone.14","zone.15","zone.16","zone.17","zone.18","zone.19","zone.2","zone.20","zone.21","zone.3","zone.4","zone.5","zone.6","zone.7","zone.8","zone.9"
2005-06-26 10:00:00,20411,27338,125104,171657,20828,23439,70849,36228,32814,231076,83693,180265,89793,1113495,194506,520,8946,189211,194506,4432,78267
2005-06-26 11:00:00,22370,27455,133603,188338,21647,23358,72940,38292,33447,253779,89743,192836,95727,1193535,208071,512,9771,202608,208071,4784,77091
2005-06-26 12:00:00,23453,27801,140980,201867,22976,23863,74174,40167,34008,276729,95930,200425,101569,1263942,216260,560,10797,211222,216260,5121,64302
2005-06-26 13:00:00,23165,27905,145624,211975,23910,24924,74224,41763,34117,295528,100345,205851,105478,1314809,222114,531,11452,217303,222114,5290,64638
2005-06-26 14:00:00,22416,27459,148970,217345,18461,18512,55047,36265,30040,270418,76917,209360,93417,1224627,225899,562,12105,221465,225899,5275,64953
2005-06-26 15:00:00,22326,26743,150412,220613,18378,19135,55945,37106,30411,276265,75822,214872,97439,1245467,231847,579,12891,227763,231847,5495,65058
2005-06-26 16:00:00,23089,26311,152374,221809,18437,19361,57404,37475,31221,280510,76364,219263,101660,1265278,236585,561,13394,232657,236585,5566,65730
2005-06-26 17:00:00,23432,26653,152921,220252,18466,19834,58162,37907,31184,280899,77298,220009,101863,1268880,237390,563,13777,233785,237390,5669,65877
2005-06-26 18:00:00,23209,26796,149998,212253,24105,26378,75689,43647,35065,314147,100298,215813,113181,1360579,232863,573,13154,228968,232863,5461,66171
2005-06-26 19:00:00,22884,26451,143993,200001,23451,26024,74967,41268,35002,303441,99616,212588,108800,1318486,229383,623,12665,225253,229383,5244,75621
2005-06-26 20:00:00,22102,26317,139642,190664,23210,25085,73936,39259,34566,293734,97698,205504,103918,1275635,221739,582,12129,217633,221739,4895,79191
2005-06-26 21:00:00,22000,26317,137142,186794,23339,25313,75583,38551,35498,286147,98112,202305,102901,1260002,218287,598,11620,213925,218287,4597,79149
2005-06-26 22:00:00,19984,24255,123375,166625,20985,22625,69347,34423,34122,247352,87113,185394,92212,1127812,200040,521,9833,195226,200040,3939,79611
2005-06-26 23:00:00,16790,22049,106824,141041,17493,19123,60194,28993,30321,206234,71736,164629,78176,963603,177634,426,7829,172458,177634,3174,79632
2005-09-10 00:00:00,12651,22712,82172,96392,13531,13755,51337,20752,25596,148763,55220,137152,62963,742996,147987,339,5231,142382,147987,2386,80262
2005-09-10 01:00:00,11406,20801,74908,85960,12509,12154,47548,18956,23720,134276,49694,128424,59045,679401,138570,306,4656,133080,138570,2186,80367
2005-09-10 02:00:00,10722,19712,70559,79536,12003,11293,45206,17851,22494,124980,46283,123786,55983,640408,133565,305,4316,128101,133565,2049,80514
2005-09-10 03:00:00,10325,19185,68060,75680,11819,10915,43759,17255,21562,120717,44587,121502,54635,620001,131100,302,4106,125608,131100,1999,80283
2005-09-10 04:00:00,10203,18996,67121,74005,11773,10574,43907,17474,21472,121254,44399,119913,54917,616008,129387,302,4048,123961,129387,1984,80010
2005-09-10 05:00:00,10514,19018,68130,76353,12351,10972,45010,17961,22180,128060,46339,123676,57614,638178,133447,311,4194,127870,133447,2230,80241
2005-09-10 06:00:00,11495,19200,70723,81133,13512,11728,48199,19165,23224,138332,50475,128516,62272,677974,138670,368,4629,133145,138670,2430,80409
2005-09-10 07:00:00,12696,20149,76689,90167,15162,13370,50919,21584,23985,153113,55813,135034,67593,736274,145703,430,5557,140591,145703,2766,81081
2005-09-10 08:00:00,14246,22632,88691,107417,16983,16441,56202,25301,26928,174970,64247,146891,73528,834477,158496,482,6571,153462,158496,3037,80976
2005-09-10 09:00:00,15636,25035,100387,123483,17976,18842,60625,28081,29575,191993,71494,156946,78237,918310,169345,517,7169,164115,169345,3221,80682
2005-09-10 10:00:00,16895,26855,108192,135256,18246,21062,64752,30826,31769,208881,77773,164564,80676,985747,177564,528,7741,172305,177564,3494,80031
2005-09-10 11:00:00,18336,27512,113239,144966,18584,22910,69306,32726,34128,225052,84501,170831,84775,1046866,184326,551,8310,179140,184326,3812,80073
2005-09-10 12:00:00,19840,27973,118774,153847,19139,24139,73928,34963,35695,240718,91166,175382,88301,1103865,189238,523,8714,184097,189238,4058,79380
2005-09-10 13:00:00,21327,28589,121830,161673,19765,25061,77709,36497,36984,251884,96241,180540,91507,1149607,194804,530,9236,189776,194804,4216,76377
2005-09-10 14:00:00,22382,28965,125197,167934,18952,24587,76448,36891,36970,253200,95009,184732,91652,1162919,199327,506,9688,194420,199327,4404,75348
2005-09-10 15:00:00,23454,28804,126799,172593,18184,23463,75381,36625,36284,251881,93246,187855,90583,1165152,202696,530,10189,198044,202696,4545,69489
2005-09-10 16:00:00,24276,28966,127700,177152,18867,23475,76536,37220,36266,256265,95565,189501,93569,1185358,204473,533,10582,200084,204473,4720,53928
2005-09-10 17:00:00,24323,28620,127227,176627,20549,24620,78743,37766,37008,262881,99579,187520,97589,1203052,202335,542,10562,198082,202335,4629,60732
2005-09-10 18:00:00,23235,27441,120719,165295,21353,24764,78277,36543,35644,258555,99242,181169,96226,1168463,195481,542,10356,191524,195481,4310,59997
2005-09-10 19:00:00,22158,26405,113606,152464,21120,23540,75243,34582,34458,248747,94385,176464,92829,1116001,190405,505,9992,186456,190405,4088,61110
2005-09-10 20:00:00,21601,26556,110889,147526,21787,23257,74900,33749,34157,243275,93120,174762,93393,1098972,188569,543,9888,184650,188569,4101,64344
2005-09-10 21:00:00,18902,24312,101352,134517,20153,20970,69739,30510,31467,219578,84039,164002,87300,1006841,176958,496,8751,172752,176958,3644,64764
2005-09-10 22:00:00,16332,21999,91144,119350,17890,18397,62639,27040,28187,194659,73893,149132,77757,898419,160914,444,7486,156618,160914,3103,74760
2005-09-10 23:00:00,14124,19662,80372,103233,15768,15570,56001,23045,24546,167506,63357,136503,68425,788112,147286,385,6317,142820,147286,2695,78456
2005-09-11 00:00:00,12147,17888,70636,88997,14039,13251,49929,20047,21797,144391,54482,125565,61098,694267,135484,338,5270,130835,135484,2332,80073
2005-09-11 01:00:00,10989,16554,64210,79488,12806,11778,46333,17986,19879,130021,48958,118193,56753,633948,127530,321,4579,122771,127530,2180,79968
2005-09-11 02:00:00,10182,15831,60810,73746,12226,10974,44192,15870,18663,120633,45530,112887,54971,596515,121805,312,4248,117135,121805,2030,80409
2005-09-11 03:00:00,9806,15342,58638,70481,11988,10556,42587,15109,18070,115897,43634,109457,53976,575541,118105,303,4060,113518,118105,1951,80619
2005-09-11 04:00:00,9618,15227,57581,69599,11973,10279,41776,15125,18189,114612,43094,109511,54004,570588,118162,307,3964,113475,118162,1942,79485
2005-09-11 05:00:00,9674,15288,58660,71020,12283,10516,42811,15341,18773,115934,43654,109195,55915,579064,117821,290,3944,113138,117821,2054,80556
2005-09-11 06:00:00,10241,15631,60812,74402,13087,10928,45423,16443,19939,121821,46635,114035,58698,608095,123045,332,4253,118288,123045,2229,79947
2005-09-11 07:00:00,11869,16796,66284,82643,14866,12967,49076,18466,21848,137280,54080,120239,64631,671045,129739,387,5190,125429,129739,2466,79674
2005-09-11 08:00:00,14534,19480,78988,100941,17394,16709,57463,23072,25196,165892,65867,133622,73233,792391,144179,475,6333,139955,144179,2985,79422
2005-09-11 09:00:00,16388,21770,90707,117223,19226,18792,62728,27021,28032,186202,74066,143269,78752,884176,154588,511,7358,150628,154588,3283,78225
2005-09-11 10:00:00,17084,22944,98049,127613,19339,19578,65134,28678,29359,199905,76438,149469,80548,934138,161278,487,7694,157163,161278,3353,78162
2005-09-11 11:00:00,18254,23338,101828,135409,19061,20481,67260,30209,30335,212004,79195,157692,83296,978362,170149,477,8036,165727,170149,3706,78162
2005-09-11 12:00:00,19351,23879,106416,143518,19556,21750,70328,31752,31547,225715,84199,163491,87461,1028963,176408,491,8379,171870,176408,3916,75558
2005-09-11 13:00:00,20192,24349,110881,151187,18908,21949,69197,31123,31984,230278,84073,169934,86669,1050724,183359,490,8915,178848,183359,4039,69888
2005-09-11 14:00:00,21172,24680,113758,156583,17859,21348,67576,30990,32001,232305,83395,174674,85008,1061349,188473,486,9307,183980,188473,4254,60942
2005-09-11 15:00:00,21885,24954,116355,160908,16806,20339,65544,30560,31795,231636,81874,177980,83381,1064017,192040,483,9663,187642,192040,4409,60291
2005-09-11 16:00:00,22764,24951,118352,165374,17366,20617,67329,30806,32543,238021,84799,182939,86004,1091865,197391,492,10130,193069,197391,4558,61299
2005-09-11 17:00:00,22673,24741,118932,165533,18615,21910,70036,33239,33221,247135,90421,184047,91429,1121932,198587,504,10562,194609,198587,4566,62790
2005-09-11 18:00:00,21630,24480,114624,157903,20907,23935,75099,33015,34293,255020,96695,181158,95446,1134205,195470,479,10392,191550,195470,4387,62874
2005-09-11 19:00:00,20392,24713,111476,151791,21035,23567,73691,32063,34191,252550,94425,179218,92800,1111912,193377,511,10296,189514,193377,4212,62160
2005-09-11 20:00:00,20542,25112,111437,151819,22146,24249,75154,32766,34795,251277,96266,181197,95551,1122311,195512,548,10488,191685,195512,4188,61866
2005-09-11 21:00:00,17923,23215,99138,133769,20086,21021,68172,27912,31761,218197,84534,168977,86916,1001621,182327,484,8825,177802,182327,3592,62349
2005-09-11 22:00:00,15710,20822,84823,112935,17058,17323,59627,23508,28071,180801,70402,151942,74475,857497,163945,405,6913,158854,163945,2976,62202
2005-09-11 23:00:00,13708,18485,72052,94000,14464,14112,52150,20071,25137,149770,57495,136688,64304,732436,147487,342,5412,142100,147487,2461,65730
2005-09-12 00:00:00,11889,16716,63317,80872,12672,12031,46821,17353,22669,129884,49616,126489,57793,648122,136481,302,4517,131006,136481,2120,67956
2005-09-12 01:00:00,11044,15967,58304,73816,11925,10883,43424,16100,21386,118744,45480,121714,54975,603762,131330,294,4062,125776,131330,1974,67683
2005-09-12 02:00:00,10499,15970,56180,69955,11571,10281,41982,15550,20643,112951,42779,118155,53490,580006,127490,290,3863,122019,127490,1911,76923
2005-09-12 03:00:00,10118,16287,55305,68493,11490,10111,41014,15238,20565,112879,42597,118673,53520,576290,128048,289,3851,122524,128048,1890,79947
2005-09-12 04:00:00,10553,17558,55870,69452,11917,10607,42241,15519,20977,118613,44061,122261,55726,595355,131919,305,4265,126526,131919,2010,80283
2005-09-12 05:00:00,11867,20722,62767,79226,13714,12677,46958,17431,23453,138671,52596,130592,63970,674644,140909,330,5004,135596,140909,2360,79737
2005-09-12 06:00:00,14310,23617,80641,99465,17377,15359,56936,21002,28019,170944,66914,149581,78393,822558,161398,435,6272,155853,161398,2793,79485
2005-09-12 07:00:00,14596,25703,89077,101120,18853,15106,58882,22034,27280,172951,65709,157423,81766,850500,169860,451,6218,163641,169860,2850,79884
2005-09-12 08:00:00,14067,25536,89424,98167,17810,14469,58570,21965,26638,169347,61695,159814,79678,837180,172439,429,5694,165507,172439,2769,80304
2005-09-12 09:00:00,14383,26534,93248,102636,18205,15019,59687,22385,27815,175848,61864,166864,82296,866784,180046,432,5749,172612,180046,2881,76839
2005-09-12 10:00:00,14904,27627,97570,109345,17992,16288,61119,23513,29058,182528,64607,174916,84678,904145,188735,434,5881,180797,188735,3102,76881
2005-09-12 11:00:00,15771,28511,103166,118529,17785,18089,63160,24907,30136,191287,66513,182198,87913,947965,196592,426,6303,188501,196592,3393,72135
2005-09-12 12:00:00,16924,30053,108452,130181,18261,20110,67016,26341,31762,203168,71660,188385,91123,1003436,203268,425,6861,195246,203268,3631,65100
2005-09-12 13:00:00,17990,31601,116309,142617,18627,21878,72688,28385,33544,220610,78001,196924,94995,1074169,212482,419,7470,204395,212482,3808,65457
2005-09-12 14:00:00,19489,32866,122518,154614,16675,21046,69633,27378,33685,219792,74672,204111,92568,1089047,220237,435,8121,212232,220237,4012,65415
2005-09-12 15:00:00,21100,33405,127652,165020,16085,21636,69115,28518,35362,227621,76734,210486,92666,1125400,227114,435,8839,219325,227114,4248,65184
2005-09-12 16:00:00,22769,34585,132000,176520,17153,23890,72577,30189,37333,243254,84719,217892,97629,1190510,235105,461,9819,227710,235105,4635,66066
2005-09-12 17:00:00,23722,35195,134270,182854,20505,28053,81992,35377,39945,265086,99666,217259,109277,1273201,234422,503,10340,227598,234422,4851,66591
2005-09-12 18:00:00,23145,34340,131947,179766,21829,29562,83391,35318,39954,267042,102500,212995,111226,1273015,229823,512,10584,223579,229823,4606,66213
2005-09-12 19:00:00,21999,33709,125639,170924,21740,28861,81317,33831,39579,259595,99553,209153,106493,1232393,225677,514,10450,219603,225677,4349,66045
2005-09-12 20:00:00,21602,33246,123698,165944,21289,27174,77192,30526,39039,246837,93821,205555,103396,1189319,221795,525,10379,215935,221795,4322,66591
2005-09-12 21:00:00,18866,30610,111041,145668,20593,25471,73575,29171,36420,221311,86637,189905,96844,1086112,204907,504,8809,198714,204907,3669,67011
2005-09-12 22:00:00,15830,27187,95489,121659,17680,21209,64730,24012,32300,182533,70947,168607,82977,925160,181927,408,6919,175526,181927,3036,66948
2005-09-12 23:00:00,13295,23730,81607,101165,14828,17502,56405,20061,27971,152689,58011,151181,71039,789484,163125,351,5391,156572,163125,2519,66549
2005-09-13 00:00:00,11478,21696,72174,86629,13045,15036,51304,17918,25379,133428,50125,137990,63402,699604,148891,310,4467,142456,148891,2205,66528
2005-09-13 01:00:00,10589,20254,67507,78149,12231,13551,47958,16725,23349,121953,45672,132393,59989,650320,142853,294,4041,136435,142853,2021,77070
2005-09-13 02:00:00,10083,19194,64586,73234,11827,12639,46287,15920,22270,116971,43560,127528,58310,622409,137604,295,3829,131357,137604,1964,78603
2005-09-13 03:00:00,9936,18865,63087,71686,11707,12194,44941,15540,21785,115827,42742,126042,57636,611988,136000,293,3772,129814,136000,1977,80703
2005-09-13 04:00:00,10394,19257,63663,72097,11989,12586,46048,15547,22022,120233,44044,128255,58700,624835,138388,315,4158,132413,138388,2060,81858
2005-09-13 05:00:00,11563,22186,69244,81050,13497,14698,49972,16903,24575,138862,52628,135977,66623,697778,146720,331,4879,140857,146720,2326,81543
2005-09-13 06:00:00,14100,25013,85304,101523,17024,17965,61064,20357,29483,171467,67660,154347,80497,845804,166540,401,6270,160617,166540,2770,80703
2005-09-13 07:00:00,14536,26882,93166,102923,18084,17632,61552,21950,29039,172550,67053,160454,83538,869359,173130,416,6281,166735,173130,2883,81312
2005-09-13 08:00:00,13869,27277,91927,99429,17263,17325,59801,21970,28651,166878,62438,165018,81137,852983,178054,422,5720,170738,178054,2688,81816
2005-09-13 09:00:00,13543,28394,96011,106681,16991,18805,61663,22299,29239,171678,63051,171352,82220,881927,184889,428,5739,177091,184889,2785,82404
2005-09-13 10:00:00,14282,29899,102706,117263,16973,20620,66404,23524,31490,180146,67595,178032,84684,933618,192097,426,5925,183957,192097,2959,81942
2005-09-13 11:00:00,15157,31426,109420,132042,17057,23043,72266,25711,33830,193254,73411,185927,88885,1001429,200615,451,6300,192227,200615,3327,78477
2005-09-13 12:00:00,16660,32877,116971,147978,17521,25339,76743,28399,35896,208311,80759,196057,92941,1076452,211545,455,6910,202966,211545,3639,70602
2005-09-13 13:00:00,18759,33969,126963,161481,18387,27310,82144,31028,38079,230373,89740,203705,96666,1158604,219798,453,7541,211246,219798,3884,65793
2005-09-13 14:00:00,20720,42379,133911,173438,18971,28734,86596,33345,39708,249892,97398,213846,101158,1240096,230740,440,8256,222102,230740,4096,61572
2005-09-13 15:00:00,22457,34067,139835,183851,18199,27796,83207,34247,40935,257052,97697,217119,100234,1256696,234272,470,9006,226125,234272,4389,61929
2005-09-13 16:00:00,24354,30180,144882,193695,18447,27890,80815,34776,41411,270256,102033,223045,103729,1295513,240665,509,10104,233148,240665,4806,62538
2005-09-13 17:00:00,25317,37924,147667,198307,22007,31595,88448,39971,43402,294754,116108,224995,114086,1384581,242770,540,10608,235603,242770,5025,64260
2005-09-13 18:00:00,25325,37118,144777,193308,22231,31618,85402,39176,42587,291942,114146,216178,112652,1356460,233256,546,10820,226998,233256,4863,66654
2005-09-13 19:00:00,24546,36079,139767,184311,22077,31684,85446,39130,42766,287582,115403,211371,108256,1328418,228069,538,10677,222048,228069,4564,66927
2005-09-13 20:00:00,24757,36212,139432,181360,21688,30305,80965,36440,42174,280267,110362,206253,105781,1295996,222547,566,10606,216859,222547,4512,67053
2005-09-13 21:00:00,22195,33786,126089,161771,21247,28838,77844,34650,40067,258102,103628,187756,99752,1195725,202589,488,9115,196870,202589,3836,77742
2005-09-13 22:00:00,19365,30616,110331,138538,18186,24639,70468,29440,35986,220517,87296,166944,85595,1037921,180133,433,7289,174233,180133,3123,81606
2005-09-13 23:00:00,16639,27725,95494,116533,15324,20835,62870,24891,32089,185350,73209,150939,74456,896354,162864,348,5820,156759,162864,2544,82782
2005-09-14 00:00:00,14651,25585,85315,100878,13493,18408,57119,22048,29083,161158,64231,138975,67054,797998,149954,321,4873,143848,149954,2217,82047
2005-09-14 01:00:00,13670,24497,80601,92738,12674,17061,54362,20726,27263,147773,59654,133553,62853,747425,144104,312,4391,137944,144104,2056,92463
2005-09-14 02:00:00,12883,23909,78924,88371,12224,16458,53060,20250,26272,141714,57499,128723,59707,719994,138892,302,4172,132895,138892,1987,95109
2005-09-14 03:00:00,12473,23687,78311,86926,12214,15896,52273,19931,25807,140595,56368,128580,59225,712286,138738,304,4145,132725,138738,1985,94752
2005-09-14 04:00:00,12759,23769,79901,88491,12484,16016,53163,20319,26008,145435,57536,131152,61348,728381,141514,318,4486,135638,141514,2080,92757
2005-09-14 05:00:00,14072,26384,86332,99701,13925,17739,57073,22129,28612,167300,65944,140225,68548,807984,151304,344,5193,145418,151304,2358,81291
2005-09-14 06:00:00,16543,29245,103182,123854,17330,21096,68293,25978,33326,203417,81942,157524,83100,964830,169969,439,6754,164278,169969,2843,81984
2005-09-14 07:00:00,17101,31139,113543,129633,18573,20979,70718,27485,32543,209766,82494,165717,87510,1007201,178808,486,6807,172524,178808,2935,72219
2005-09-14 08:00:00,16477,31899,114528,128922,17714,20495,68746,27608,31552,204101,78122,168248,84946,993358,181540,457,6269,174517,181540,2771,66738
2005-09-14 09:00:00,17289,33728,119905,135883,17921,21483,70080,29231,32182,208825,79230,177245,87809,1030811,191247,448,6533,183778,191247,2828,67431
2005-09-14 10:00:00,18506,34556,127029,147455,18446,23778,72320,31840,33624,222175,83198,187830,92212,1092969,202668,439,7173,195002,202668,3076,67641
2005-09-14 11:00:00,19350,35999,135105,160695,18968,26180,76770,34127,36226,238346,88369,195615,95044,1160794,211070,437,7743,203358,211070,3402,67494
2005-09-14 12:00:00,20229,37813,138579,173077,19314,27714,77310,36380,38677,253607,94619,200855,97107,1215281,216724,462,8226,209082,216724,3768,70728
2005-09-14 13:00:00,21397,37468,143984,181589,19975,28099,79392,38072,39299,266926,98970,209011,99692,1263874,225523,448,8913,217924,225523,3901,67095
2005-09-14 14:00:00,21715,43142,145989,186515,20537,27953,78783,38479,39638,269386,100498,210728,101549,1284912,227375,442,9233,219960,227375,4085,66360
2005-09-14 15:00:00,22768,46294,146800,191490,18163,24769,69089,35359,38598,241262,90597,215185,94578,1234952,232186,449,9126,224311,232186,4274,65940
2005-09-14 16:00:00,24041,36350,148246,197077,17752,24445,66482,34664,37906,244493,88952,216652,95630,1232690,233768,477,10063,226715,233768,4530,65835
2005-09-14 17:00:00,24611,25833,148919,199792,21687,28293,77405,38850,39307,292229,102998,216789,109549,1326262,233915,500,11532,228321,233915,4678,65919
2005-09-14 18:00:00,24224,35370,149602,197507,22644,31216,78731,40540,39537,289942,106682,214338,111786,1342119,231272,518,11381,225719,231272,4560,64890
2005-09-14 19:00:00,23810,39472,150431,197857,21542,29538,76193,38203,39544,284691,103227,215232,106343,1326083,232235,562,11521,226753,232235,4467,64533
2005-09-14 20:00:00,23937,39263,150585,197442,22454,29842,76120,37971,40271,284993,103776,213053,107244,1326951,229884,594,11798,224851,229884,4578,64848
2005-09-14 21:00:00,21585,36945,140033,182505,21889,28861,74967,37273,39096,265078,99262,200435,102162,1250091,216269,522,10373,210808,216269,4043,64701
2005-09-14 22:00:00,18385,33177,124201,160112,19079,25214,67634,32797,35954,227449,84935,179347,88902,1097186,193515,459,8480,187826,193515,3329,64512
2005-09-14 23:00:00,15791,29743,110461,138209,16051,21531,60652,28635,31950,193991,72534,161705,77082,958335,174481,382,6809,168514,174481,2745,64281
2005-09-15 00:00:00,13787,27155,100123,122223,14124,19183,55125,25581,29730,171538,62818,149569,69395,860351,161386,357,5790,155359,161386,2437,64218
2005-09-15 01:00:00,12535,25848,94610,113059,13111,17935,52238,23999,28114,158517,59971,141899,65015,806851,153110,339,5308,147207,153110,2249,64491
2005-09-15 02:00:00,11722,25370,91067,107112,12608,17294,50821,23208,27268,151505,57471,136162,61803,773411,146920,335,4971,141133,146920,2159,64764
2005-09-15 03:00:00,11360,24888,89534,104300,12475,16990,50649,23001,26835,150646,56600,135769,60966,764013,146495,321,4815,140584,146495,2120,64722
2005-09-15 04:00:00,11729,25614,90034,105067,12779,17329,51684,23403,27127,156588,58097,135670,62885,778006,146389,324,5155,140825,146389,2255,64827
2005-09-15 05:00:00,12973,28976,95517,114602,14208,19541,56125,25019,29830,178488,66982,144914,70377,857552,156362,335,5938,150852,156362,2528,65100
2005-09-15 06:00:00,15342,31565,112452,137533,17651,22647,66371,27959,34816,214800,83099,165756,84528,1014519,178851,425,7532,173288,178851,2878,65457
2005-09-15 07:00:00,15823,32916,121375,143662,18856,22195,69259,30203,34277,222397,84025,174554,88153,1057695,188345,464,7592,182146,188345,2960,65898
2005-09-15 08:00:00,15906,32787,122405,144015,18248,21482,67387,30202,33956,218452,79864,176392,85503,1046599,190327,455,6963,183355,190327,2887,78162
2005-09-15 09:00:00,16952,32985,128968,154154,18540,22003,70492,32249,34057,227745,81996,182210,88832,1091183,196604,448,7620,189829,196604,3062,84840
2005-09-15 10:00:00,19055,34388,138904,170708,19066,23652,75645,35079,35504,243042,88767,192186,94251,1170247,207369,467,8174,200360,207369,3402,85050
2005-09-15 11:00:00,20967,37075,147024,187631,19917,25417,80753,37224,37211,258428,95247,202826,100401,1250121,218849,478,8645,211471,218849,3815,85092
2005-09-15 12:00:00,22768,43494,152658,200433,21026,26981,84566,39271,39428,274796,103141,211308,104764,1324634,228001,495,9356,220663,228001,4101,85134
2005-09-15 13:00:00,24411,47321,160560,209371,22275,28175,89396,41653,40659,292892,109672,221697,108661,1396743,239211,477,10105,231802,239211,4369,85029
2005-09-15 14:00:00,25804,36527,163050,209773,20291,25601,84006,40477,40315,285628,104637,228303,104618,1369030,246339,504,10667,238970,246339,4514,47481
2005-09-15 15:00:00,27300,38349,162661,215201,21094,25926,84035,41507,41998,281773,108811,233386,104104,1386145,251823,516,10890,244275,251823,4631,23562
2005-09-15 16:00:00,28151,39868,158492,221036,22800,28500,90004,45045,44353,301532,119274,237560,111689,1448304,256328,516,11765,249325,256328,4931,20811
2005-09-15 17:00:00,28161,39442,154413,222805,23658,29420,90951,45633,44430,301103,120784,237728,114549,1453077,256510,536,11946,249675,256510,5113,22407
2005-09-15 18:00:00,27353,39074,159787,222447,25202,31463,94984,45909,44252,339220,124858,232908,121735,1509192,251309,534,13405,246313,251309,4930,51093
2005-09-15 19:00:00,26499,39621,159535,211778,23515,30214,88064,41988,43867,313690,118318,230540,114779,1442408,248754,565,13043,243583,248754,4878,72429
2005-09-15 20:00:00,26257,36795,156664,207534,24149,30110,87846,40744,44019,306963,117328,228348,115871,1422628,246387,568,12888,241236,246387,4882,82026
2005-09-15 21:00:00,23856,27026,144695,190561,23524,29179,84466,39283,41981,283695,110601,212644,110695,1322206,229443,554,11346,223990,229443,4280,82887
2005-09-15 22:00:00,20447,33089,128285,168412,20163,25376,75838,33226,37513,242459,93842,191531,95704,1165885,206662,466,9497,201028,206662,3525,86289
2005-09-15 23:00:00,17235,30330,113002,145271,16852,21583,66002,29153,33420,204495,78371,172240,82493,1010447,185847,372,7812,180052,185847,2925,96222
2005-09-16 00:00:00,15074,27937,101462,127971,14807,19205,60049,25565,30420,177583,67487,158930,74748,901238,171486,344,6631,165561,171486,2533,96075
2005-09-16 01:00:00,13888,25791,94755,117561,13648,17804,55969,24009,28608,163251,61203,150196,69376,836059,162061,324,5972,156168,162061,2347,95928
2005-09-16 02:00:00,12994,24759,91187,110735,13076,17121,53844,22872,27537,154537,57571,145285,65516,797034,156762,320,5539,150824,156762,2274,96138
2005-09-16 03:00:00,12362,24191,88621,107073,12873,16750,52599,22452,27003,150175,55865,142060,61731,773755,153284,311,5289,147349,153284,2260,87591
2005-09-16 04:00:00,12440,24425,88993,106590,13053,16998,52962,22686,27189,153037,56895,142769,63105,781142,154048,323,5468,148237,154048,2348,82971
2005-09-16 05:00:00,13625,27479,95165,116038,14478,19185,56607,24450,29791,171578,64758,151505,72804,857463,163474,349,6224,157729,163474,2628,83118
2005-09-16 06:00:00,16291,30563,112174,139203,18031,22443,68258,28210,34992,207026,80476,169324,85656,1012647,182701,434,7541,176865,182701,2972,76125
2005-09-16 07:00:00,16973,31881,121560,144228,19349,22504,69846,30287,34870,214578,82156,178230,89660,1056122,192310,469,7558,185788,192310,3107,70140
2005-09-16 08:00:00,16498,32469,122624,145506,18592,21812,68879,30553,34368,211902,77553,181464,88847,1051067,195801,444,7152,188617,195801,3103,76986
2005-09-16 09:00:00,17430,33719,129321,158430,18979,22138,70769,32018,34965,222999,79176,188167,92118,1100229,203032,451,7310,195476,203032,3349,83559
2005-09-16 10:00:00,19317,35264,138763,173987,19610,23015,75096,34516,36744,239610,84939,197370,97975,1176206,212962,454,7970,205339,212962,3637,84210
2005-09-16 11:00:00,21441,37066,146924,187218,20768,24764,79288,37602,38826,256036,93699,211552,103375,1258559,228265,469,8938,220490,228265,3925,84042
2005-09-16 12:00:00,23530,37937,151960,197928,21506,26878,85060,40370,41737,273643,100444,219167,107190,1327350,236481,474,9866,229032,236481,4159,83643
2005-09-16 13:00:00,25030,36403,156224,206249,22332,28816,91206,43047,43728,292138,108964,227273,107329,1388739,245229,497,10638,237911,245229,4039,72114
2005-09-16 14:00:00,25027,44250,159283,212399,21572,29085,91442,44626,44662,294581,110653,220330,103850,1401760,237737,508,11345,231675,237737,4211,34503
2005-09-16 15:00:00,24182,42894,151585,214486,21136,30209,92367,46584,46138,290488,115122,209818,101307,1386316,226395,492,11238,221056,226395,4393,21861
2005-09-16 16:00:00,22986,28026,153405,217709,21542,31900,92850,47208,47381,294636,119346,207057,100064,1384110,223414,524,11205,218261,223414,4631,18879
2005-09-16 17:00:00,22224,34772,161250,226307,22589,35273,94739,48429,47308,295847,124277,202916,100353,1416284,218946,533,10604,213520,218946,4599,22407
2005-09-16 18:00:00,21235,39193,158229,213589,22360,33584,90141,47650,46085,319921,120366,196603,101368,1410324,212136,535,11669,208273,212136,4460,52101
2005-09-16 19:00:00,20678,37654,151404,201505,21957,31985,86543,45009,44164,291789,115762,196445,97071,1341966,211965,546,10614,207059,211965,4229,71400
2005-09-16 20:00:00,20895,36622,145129,191846,22078,29875,84801,43087,42631,273664,111835,194110,96212,1292785,209445,602,9960,204070,209445,4205,76650
2005-09-16 21:00:00,19313,33530,133876,175445,20770,26880,80420,38794,39582,250890,102528,185753,90967,1198748,200427,563,8960,194713,200427,3770,77154
2005-09-16 22:00:00,17189,30042,121434,160210,19212,23904,74392,34839,36881,225097,91821,171041,83699,1089761,184553,524,7762,178802,184553,3451,77406
2005-09-16 23:00:00,15639,26911,108123,139456,16741,21092,67061,31163,32547,197972,80334,157005,75225,969269,169409,427,6743,163748,169409,3107,77322
2005-12-25 00:00:00,18142,23548,105724,144630,23213,24815,67503,35611,33318,242900,91267,143276,84280,1038227,154595,543,9652,152928,154595,4134,14658
